2008,12,23,2,2111,2020,2302,2215,WN,100,N756SA,51,55,39,47,51,ABQ,AMA,277,6,6,0,,0,1,0,0,0,46
2008,12,23,2,1434,1430,1946,2005,WN,2761,N239WN,192,215,182,-19,4,ABQ,BWI,1670,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,703,700,936,940,WN,15,N356SW,93,100,81,-4,3,ABQ,DAL,580,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1511,1430,1746,1710,WN,45,N364SW,95,100,83,36,41,ABQ,DAL,580,4,8,0,,0,5,0,0,0,31
2008,12,23,2,1649,1645,1923,1920,WN,207,N245WN,94,95,81,3,4,ABQ,DAL,580,4,9,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1138,1110,1410,1350,WN,209,N901WN,92,100,79,20,28,ABQ,DAL,580,5,8,0,,0,10,0,0,0,10
2008,12,23,2,2018,1955,2242,2230,WN,388,N904WN,84,95,72,12,23,ABQ,DAL,580,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1248,1250,1525,1525,WN,554,N602SW,97,95,84,0,-2,ABQ,DAL,580,3,10,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,902,905,1210,1135,WN,638,N521SW,128,90,86,35,-3,ABQ,DAL,580,2,40,0,,0,0,0,35,0,0
2008,12,23,2,1908,1830,2137,2105,WN,1306,N207WN,89,95,77,32,38,ABQ,DAL,580,5,7,0,,0,6,0,0,0,26
2008,12,23,2,608,610,715,730,WN,1044,N792SW,67,80,52,-15,-2,ABQ,DEN,349,7,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1045,1045,1152,1200,WN,2717,N217JC,67,75,50,-8,0,ABQ,DEN,349,6,11,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1756,1725,1911,1840,WN,3101,N613SW,75,75,57,31,31,ABQ,DEN,349,10,8,0,,0,5,0,0,0,26
2008,12,23,2,1458,1430,1618,1545,WN,3191,N458WN,80,75,53,33,28,ABQ,DEN,349,17,10,0,,0,4,0,5,0,24
2008,12,23,2,915,900,1031,950,WN,96,N342SW,76,50,42,41,15,ABQ,ELP,223,4,30,0,,0,3,0,26,0,12
2008,12,23,2,2118,1850,2204,1945,WN,2189,N772SW,46,55,37,139,148,ABQ,ELP,223,3,6,0,,0,0,0,0,0,139
2008,12,23,2,630,630,926,930,WN,609,N522SW,116,120,103,-4,0,ABQ,HOU,759,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,2129,1955,19,2250,WN,965,N268WN,110,115,96,89,94,ABQ,HOU,759,5,9,0,,0,8,0,0,0,81
2008,12,23,2,1256,1240,1556,1540,WN,3688,N689SW,120,120,102,16,16,ABQ,HOU,759,5,13,0,,0,13,0,0,0,3
2008,12,23,2,2048,2040,2136,2115,WN,473,N903WN,108,95,87,21,8,ABQ,LAS,487,12,9,0,,0,0,0,13,0,8
2008,12,23,2,638,640,707,710,WN,1218,N435WN,89,90,78,-3,-2,ABQ,LAS,487,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1315,1315,1350,1350,WN,1304,N9222N,95,95,82,0,0,ABQ,LAS,487,3,10,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1605,1540,1708,1615,WN,1704,N742SW,123,95,82,53,25,ABQ,LAS,487,28,13,0,,0,1,0,28,0,24
2008,12,23,2,1823,1825,1904,1900,WN,1712,N764SW,101,95,82,4,-2,ABQ,LAS,487,10,9,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1128,1115,1200,1150,WN,2322,N744SW,92,95,78,10,13,ABQ,LAS,487,4,10,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,844,840,917,920,WN,2950,N366SW,93,100,76,-3,4,ABQ,LAS,487,3,14,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1155,1140,1252,1245,WN,12,N498WN,117,125,104,7,15,ABQ,LAX,677,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1529,1510,1625,1615,WN,1401,N760SW,116,125,102,10,19,ABQ,LAX,677,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,105,2100,206,2205,WN,1838,N684WN,121,125,111,241,245,ABQ,LAX,677,5,5,0,,0,8,0,0,0,233
2008,12,23,2,641,640,739,745,WN,2587,N716SW,118,125,104,-6,1,ABQ,LAX,677,6,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1237,1240,1437,1435,WN,294,N752SW,60,55,40,2,-3,ABQ,LBB,289,3,17,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1924,1900,2121,2100,WN,2776,N606SW,57,60,46,21,24,ABQ,MAF,332,5,6,0,,0,2,0,0,0,19
2008,12,23,2,1948,1940,2225,2230,WN,623,N418WN,97,110,85,-5,8,ABQ,MCI,718,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,724,725,1002,1015,WN,3769,N691WN,98,110,86,-13,-1,ABQ,MCI,718,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1022,1010,1533,1535,WN,2541,N441WN,191,205,178,-2,12,ABQ,MCO,1552,6,7,0,,0,NA,NA,NA,NA,NA
2008,12,23,2,1620,1550,2149,2110,WN,3506,N906WN,209,200,179,39,30,ABQ,MCO,1552,23,7,0,,0,24,0,9,0,6
2008,12,23,2,1956,1610,139,1950,WN,586,N216WR,283,160,121,349,226,ABQ,MDW,1121,7,155,0,,0,0,0,349,0,0
2008,12,23,2,745,745,1531,1125,WN,1516,N262WN,NA,160,NA,NA,0,ABQ,MDW,1121,7,6,0,,1,NA,NA,NA,NA,NA
2008,12,23,2,1318,1305,1458,1440,WN,18,N318SW,160,155,146,18,13,ABQ,OAK,889,5,9,0,,0,10,0,5,0,3
2008,12,23,2,2011,1935,2158,2115,WN,116,N346SW,167,160,151,43,36,ABQ,OAK,889,8,8,0,,0,26,0,7,0,10
